original_map	hero_kill_map	map_file	hero_kill_file	zircon_map_info	zircon_map_file	relation	size	entrances_exits	city_town_safe_zone_landmarks	hero_kill_walkable	zircon_walkable	coordinate_transform	coordinate_reuse	confidence	evidence
B109	B109	/home/tetsuya/mir2ei/Map/B109.map	/home/tetsuya/mir2ei/Map/B109.map	"{""index"": 707, ""file"": ""B109"", ""description"": ""EI B109""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/B109.map	exact	"{""hero_kill"": {""width"": 22, ""height"": 22}, ""zircon"": {""width"": 22, ""height"": 22}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63"", ""zircon_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63""}"
B109_001	B109_001	/home/tetsuya/mir2ei/Map/B109_001.map	/home/tetsuya/mir2ei/Map/B109_001.map	"{""index"": 708, ""file"": ""B109_001"", ""description"": ""EI B109_001""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/B109_001.map	exact	"{""hero_kill"": {""width"": 100, ""height"": 100}, ""zircon"": {""width"": 100, ""height"": 100}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pass"", ""walkable_cells"": 2266, ""total_cells"": 10000, ""walkable_ratio"": 0.2266}"	"{""status"": ""pass"", ""walkable_cells"": 2266, ""total_cells"": 10000, ""walkable_ratio"": 0.2266}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""f9d8c3e0c1459f6e1c7508716e374f0f93000bd7b2743422ecd74ccc92ce38ab"", ""zircon_sha256"": ""f9d8c3e0c1459f6e1c7508716e374f0f93000bd7b2743422ecd74ccc92ce38ab""}"
B110	B110	/home/tetsuya/mir2ei/Map/B110.map	/home/tetsuya/mir2ei/Map/B110.map	"{""index"": 709, ""file"": ""B110"", ""description"": ""EI B110""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/B110.map	exact	"{""hero_kill"": {""width"": 22, ""height"": 22}, ""zircon"": {""width"": 22, ""height"": 22}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63"", ""zircon_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63""}"
B111	B111	/home/tetsuya/mir2ei/Map/B111.map	/home/tetsuya/mir2ei/Map/B111.map	"{""index"": 710, ""file"": ""B111"", ""description"": ""EI B111""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/B111.map	exact	"{""hero_kill"": {""width"": 22, ""height"": 22}, ""zircon"": {""width"": 22, ""height"": 22}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63"", ""zircon_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63""}"
B112	B112	/home/tetsuya/mir2ei/Map/B112.map	/home/tetsuya/mir2ei/Map/B112.map	"{""index"": 711, ""file"": ""B112"", ""description"": ""EI B112""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/B112.map	exact	"{""hero_kill"": {""width"": 22, ""height"": 22}, ""zircon"": {""width"": 22, ""height"": 22}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63"", ""zircon_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63""}"
B113	B113	/home/tetsuya/mir2ei/Map/B113.map	/home/tetsuya/mir2ei/Map/B113.map	"{""index"": 712, ""file"": ""B113"", ""description"": ""EI B113""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/B113.map	exact	"{""hero_kill"": {""width"": 22, ""height"": 22}, ""zircon"": {""width"": 22, ""height"": 22}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63"", ""zircon_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63""}"
B114	B114	/home/tetsuya/mir2ei/Map/B114.map	/home/tetsuya/mir2ei/Map/B114.map	"{""index"": 713, ""file"": ""B114"", ""description"": ""EI B114""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/B114.map	exact	"{""hero_kill"": {""width"": 22, ""height"": 22}, ""zircon"": {""width"": 22, ""height"": 22}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63"", ""zircon_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63""}"
B115	B115	/home/tetsuya/mir2ei/Map/B115.map	/home/tetsuya/mir2ei/Map/B115.map	"{""index"": 714, ""file"": ""B115"", ""description"": ""EI B115""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/B115.map	exact	"{""hero_kill"": {""width"": 22, ""height"": 22}, ""zircon"": {""width"": 22, ""height"": 22}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63"", ""zircon_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63""}"
B115_001	B115_001	/home/tetsuya/mir2ei/Map/B115_001.map	/home/tetsuya/mir2ei/Map/B115_001.map	"{""index"": 715, ""file"": ""B115_001"", ""description"": ""矿石空间""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/B115_001.map	exact	"{""hero_kill"": {""width"": 200, ""height"": 200}, ""zircon"": {""width"": 200, ""height"": 200}}"	"{""region_count"": 5, ""region_landmark_samples"": [""B115_001 / Blood Thristy Zombie Spawn"", ""B115_001 / Blood Thristy Zombie Spawn"", ""B115_001 / Blood Thristy Zombie Spawn"", ""B115_001 / Blood Thristy Zombie Spawn"", ""B115_001 / Blood Thristy Zombie Spawn""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""B115_001 / Blood Thristy Zombie Spawn"", ""B115_001 / Blood Thristy Zombie Spawn"", ""B115_001 / Blood Thristy Zombie Spawn"", ""B115_001 / Blood Thristy Zombie Spawn"", ""B115_001 / Blood Thristy Zombie Spawn""]"	"{""status"": ""pass"", ""walkable_cells"": 8277, ""total_cells"": 40000, ""walkable_ratio"": 0.206925}"	"{""status"": ""pass"", ""walkable_cells"": 8277, ""total_cells"": 40000, ""walkable_ratio"": 0.206925}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""d9007c7541a0d57bad547b6947e6053fc1e5b8a874a5820bc242a682a8db4291"", ""zircon_sha256"": ""d9007c7541a0d57bad547b6947e6053fc1e5b8a874a5820bc242a682a8db4291""}"
B116	B116	/home/tetsuya/mir2ei/Map/B116.map	/home/tetsuya/mir2ei/Map/B116.map	"{""index"": 716, ""file"": ""B116"", ""description"": ""EI B116""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/B116.map	exact	"{""hero_kill"": {""width"": 22, ""height"": 22}, ""zircon"": {""width"": 22, ""height"": 22}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63"", ""zircon_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63""}"
B117	B117	/home/tetsuya/mir2ei/Map/B117.map	/home/tetsuya/mir2ei/Map/B117.map	"{""index"": 717, ""file"": ""B117"", ""description"": ""EI B117""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/B117.map	exact	"{""hero_kill"": {""width"": 22, ""height"": 22}, ""zircon"": {""width"": 22, ""height"": 22}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63"", ""zircon_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63""}"
B118	B118	/home/tetsuya/mir2ei/Map/B118.map	/home/tetsuya/mir2ei/Map/B118.map	"{""index"": 718, ""file"": ""B118"", ""description"": ""EI B118""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/B118.map	exact	"{""hero_kill"": {""width"": 22, ""height"": 22}, ""zircon"": {""width"": 22, ""height"": 22}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63"", ""zircon_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63""}"
B118_001	B118_001	/home/tetsuya/mir2ei/Map/B118_001.map	/home/tetsuya/mir2ei/Map/B118_001.map	"{""index"": 719, ""file"": ""B118_001"", ""description"": ""EI B118_001""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/B118_001.map	exact	"{""hero_kill"": {""width"": 30, ""height"": 36}, ""zircon"": {""width"": 30, ""height"": 36}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pass"", ""walkable_cells"": 180, ""total_cells"": 1080, ""walkable_ratio"": 0.166667}"	"{""status"": ""pass"", ""walkable_cells"": 180, ""total_cells"": 1080, ""walkable_ratio"": 0.166667}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""af2706f5d99f26ba0dbc29dc0d8bc875debcb08a3e6fbb88d95a87bb46bee870"", ""zircon_sha256"": ""af2706f5d99f26ba0dbc29dc0d8bc875debcb08a3e6fbb88d95a87bb46bee870""}"
B119	B119	/home/tetsuya/mir2ei/Map/B119.map	/home/tetsuya/mir2ei/Map/B119.map	"{""index"": 720, ""file"": ""B119"", ""description"": ""EI B119""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/B119.map	exact	"{""hero_kill"": {""width"": 22, ""height"": 22}, ""zircon"": {""width"": 22, ""height"": 22}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63"", ""zircon_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63""}"
B119_001	B119_001	/home/tetsuya/mir2ei/Map/B119_001.map	/home/tetsuya/mir2ei/Map/B119_001.map	"{""index"": 721, ""file"": ""B119_001"", ""description"": ""EI B119_001""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/B119_001.map	exact	"{""hero_kill"": {""width"": 100, ""height"": 100}, ""zircon"": {""width"": 100, ""height"": 100}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pass"", ""walkable_cells"": 2086, ""total_cells"": 10000, ""walkable_ratio"": 0.2086}"	"{""status"": ""pass"", ""walkable_cells"": 2086, ""total_cells"": 10000, ""walkable_ratio"": 0.2086}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""545d64508a2b86ddd3b6d775f905585811f8f5af80260946e794ecac7cc6218f"", ""zircon_sha256"": ""545d64508a2b86ddd3b6d775f905585811f8f5af80260946e794ecac7cc6218f""}"
B120	B120	/home/tetsuya/mir2ei/Map/B120.map	/home/tetsuya/mir2ei/Map/B120.map	"{""index"": 722, ""file"": ""B120"", ""description"": ""EI B120""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/B120.map	exact	"{""hero_kill"": {""width"": 22, ""height"": 22}, ""zircon"": {""width"": 22, ""height"": 22}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63"", ""zircon_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63""}"
B121	B121	/home/tetsuya/mir2ei/Map/B121.map	/home/tetsuya/mir2ei/Map/B121.map	"{""index"": 723, ""file"": ""B121"", ""description"": ""EI B121""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/B121.map	exact	"{""hero_kill"": {""width"": 22, ""height"": 22}, ""zircon"": {""width"": 22, ""height"": 22}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63"", ""zircon_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63""}"
B122	B122	/home/tetsuya/mir2ei/Map/B122.map	/home/tetsuya/mir2ei/Map/B122.map	"{""index"": 724, ""file"": ""B122"", ""description"": ""EI B122""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/B122.map	exact	"{""hero_kill"": {""width"": 22, ""height"": 22}, ""zircon"": {""width"": 22, ""height"": 22}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63"", ""zircon_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63""}"
B123	B123	/home/tetsuya/mir2ei/Map/B123.map	/home/tetsuya/mir2ei/Map/B123.map	"{""index"": 725, ""file"": ""B123"", ""description"": ""EI B123""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/B123.map	exact	"{""hero_kill"": {""width"": 22, ""height"": 22}, ""zircon"": {""width"": 22, ""height"": 22}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63"", ""zircon_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63""}"
