hero_kill_monster_id	hero_kill_monster_name	hero_kill_attributes	mapped_zircon_monster_index	mapped_zircon_monster_name	mapping_method	confidence	display_name_note	status
372	沃玛卫士	"{""Appr"": 97, ""Race"": 19, ""Level"": 74, ""HP"": 2000, ""Exp"": 1000, ""ACMin"": 11, ""ACMax"": 11, ""MAC"": 11, ""DCMin"": 38, ""DCMax"": 55, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
373	沃玛勇士	"{""Appr"": 81, ""Race"": 19, ""Level"": 25, ""HP"": 300, ""Exp"": 220, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 7, ""DCMin"": 15, ""DCMax"": 25, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
374	沃玛勇士0	"{""Appr"": 81, ""Race"": 19, ""Level"": 25, ""HP"": 300, ""Exp"": 220, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 7, ""DCMin"": 15, ""DCMax"": 25, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
375	沃玛勇士10	"{""Appr"": 81, ""Race"": 19, ""Level"": 25, ""HP"": 300, ""Exp"": 220, ""ACMin"": 4, ""ACMax"": 4, ""MAC"": 12, ""DCMin"": 50, ""DCMax"": 50, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
376	沃玛勇士61	"{""Appr"": 81, ""Race"": 19, ""Level"": 25, ""HP"": 1, ""Exp"": 220, ""ACMin"": 5, ""ACMax"": 5, ""MAC"": 7, ""DCMin"": 15, ""DCMax"": 25, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
377	沃玛战将	"{""Appr"": 81, ""Race"": 19, ""Level"": 25, ""HP"": 300, ""Exp"": 220, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 7, ""DCMin"": 15, ""DCMax"": 25, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
378	沃玛战将0	"{""Appr"": 81, ""Race"": 19, ""Level"": 25, ""HP"": 300, ""Exp"": 220, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 7, ""DCMin"": 15, ""DCMax"": 25, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
379	沃玛战将20	"{""Appr"": 81, ""Race"": 19, ""Level"": 25, ""HP"": 300, ""Exp"": 220, ""ACMin"": 4, ""ACMax"": 4, ""MAC"": 13, ""DCMin"": 50, ""DCMax"": 50, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
380	沃玛战士	"{""Appr"": 81, ""Race"": 19, ""Level"": 25, ""HP"": 280, ""Exp"": 200, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 7, ""DCMin"": 15, ""DCMax"": 25, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
381	沃玛战士0	"{""Appr"": 81, ""Race"": 19, ""Level"": 25, ""HP"": 280, ""Exp"": 200, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 7, ""DCMin"": 15, ""DCMax"": 25, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
382	沃玛战士61	"{""Appr"": 81, ""Race"": 19, ""Level"": 25, ""HP"": 1, ""Exp"": 200, ""ACMin"": 5, ""ACMax"": 5, ""MAC"": 7, ""DCMin"": 15, ""DCMax"": 25, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
383	蜈蚣	"{""Appr"": 81, ""Race"": 19, ""Level"": 50, ""HP"": 2000, ""Exp"": 500, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 120, ""DCMin"": 24, ""DCMax"": 36, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
384	蜈蚣0	"{""Appr"": 81, ""Race"": 19, ""Level"": 50, ""HP"": 2000, ""Exp"": 500, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 120, ""DCMin"": 24, ""DCMax"": 36, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
385	蜈蚣61	"{""Appr"": 81, ""Race"": 19, ""Level"": 60, ""HP"": 2000, ""Exp"": 500, ""ACMin"": 5, ""ACMax"": 5, ""MAC"": 70, ""DCMin"": 24, ""DCMax"": 36, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
386	武力神将	"{""Appr"": 222, ""Race"": 19, ""Level"": 51, ""HP"": 4500, ""Exp"": 2300, ""ACMin"": 16, ""ACMax"": 16, ""MAC"": 17, ""DCMin"": 60, ""DCMax"": 77, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
387	武力神将0	"{""Appr"": 222, ""Race"": 19, ""Level"": 51, ""HP"": 4500, ""Exp"": 2300, ""ACMin"": 16, ""ACMax"": 16, ""MAC"": 17, ""DCMin"": 60, ""DCMax"": 77, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
388	楔蛾	"{""Appr"": 105, ""Race"": 52, ""Level"": 30, ""HP"": 400, ""Exp"": 240, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 8, ""DCMin"": 22, ""DCMax"": 22, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
389	楔蛾93	"{""Appr"": 105, ""Race"": 52, ""Level"": 30, ""HP"": 400, ""Exp"": 240, ""ACMin"": 4, ""ACMax"": 4, ""MAC"": 17, ""DCMin"": 39, ""DCMax"": 39, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
390	蝎蛇0	"{""Appr"": 81, ""Race"": 19, ""Level"": 30, ""HP"": 1440, ""Exp"": 280, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 8, ""DCMin"": 24, ""DCMax"": 36, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
391	蝎子	"{""Appr"": 84, ""Race"": 32, ""Level"": 18, ""HP"": 95, ""Exp"": 95, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 3, ""DCMin"": 8, ""DCMax"": 15, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
392	蝎子61	"{""Appr"": 84, ""Race"": 32, ""Level"": 18, ""HP"": 1, ""Exp"": 95, ""ACMin"": 1, ""ACMax"": 1, ""MAC"": 3, ""DCMin"": 8, ""DCMax"": 15, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
393	邪恶毒蛇	"{""Appr"": 97, ""Race"": 19, ""Level"": 91, ""HP"": 19000, ""Exp"": 4500, ""ACMin"": 60, ""ACMax"": 60, ""MAC"": 100, ""DCMin"": 76, ""DCMax"": 147, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
394	邪恶钳虫	"{""Appr"": 97, ""Race"": 19, ""Level"": 75, ""HP"": 4500, ""Exp"": 1250, ""ACMin"": 13, ""ACMax"": 13, ""MAC"": 100, ""DCMin"": 50, ""DCMax"": 100, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
395	邪恶钳虫62	"{""Appr"": 81, ""Race"": 19, ""Level"": 75, ""HP"": 1, ""Exp"": 2500, ""ACMin"": 13, ""ACMax"": 13, ""MAC"": 24, ""DCMin"": 27, ""DCMax"": 78, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
396	邪恶蜈蚣61	"{""Appr"": 81, ""Race"": 19, ""Level"": 30, ""HP"": 1, ""Exp"": 200, ""ACMin"": 22, ""ACMax"": 22, ""MAC"": 7, ""DCMin"": 24, ""DCMax"": 36, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
397	雄诺玛	"{""Appr"": 52, ""Race"": 11, ""Level"": 4, ""HP"": 450, ""Exp"": 250, ""ACMin"": 0, ""ACMax"": 5, ""MAC"": 10, ""DCMin"": 0, ""DCMax"": 4, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
398	雪人	"{""Appr"": 199, ""Race"": 19, ""Level"": 99, ""HP"": 1, ""Exp"": 20, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 220, ""DCMin"": 0, ""DCMax"": 0, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
399	血金刚0	"{""Appr"": 97, ""Race"": 19, ""Level"": 40, ""HP"": 1620, ""Exp"": 460, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 12, ""DCMin"": 33, ""DCMax"": 48, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
400	血金刚70	"{""Appr"": 97, ""Race"": 19, ""Level"": 40, ""HP"": 1620, ""Exp"": 460, ""ACMin"": 40, ""ACMax"": 40, ""MAC"": 65, ""DCMin"": 100, ""DCMax"": 120, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
401	血巨人0	"{""Appr"": 97, ""Race"": 19, ""Level"": 40, ""HP"": 1580, ""Exp"": 420, ""ACMin"": 4, ""ACMax"": 4, ""MAC"": 11, ""DCMin"": 33, ""DCMax"": 47, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
402	羊	"{""Appr"": 52, ""Race"": 19, ""Level"": 5, ""HP"": 14, ""Exp"": 40, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 0, ""DCMin"": 0, ""DCMax"": 5, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
403	夜行鬼	"{""Appr"": 81, ""Race"": 19, ""Level"": 35, ""HP"": 510, ""Exp"": 350, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 8, ""DCMin"": 29, ""DCMax"": 47, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
404	夜行鬼0	"{""Appr"": 81, ""Race"": 19, ""Level"": 35, ""HP"": 510, ""Exp"": 350, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 8, ""DCMin"": 29, ""DCMax"": 47, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
405	祖玛弓箭手	"{""Appr"": 104, ""Race"": 45, ""Level"": 45, ""HP"": 3200, ""Exp"": 1400, ""ACMin"": 6, ""ACMax"": 6, ""MAC"": 13, ""DCMin"": 40, ""DCMax"": 57, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
406	超强骷髅	"{""Appr"": 210, ""Race"": 25, ""Level"": 160, ""HP"": 1, ""Exp"": 90, ""ACMin"": 12, ""ACMax"": 12, ""MAC"": 22, ""DCMin"": 18, ""DCMax"": 32, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
407	血金刚	"{""Appr"": 97, ""Race"": 19, ""Level"": 40, ""HP"": 1620, ""Exp"": 460, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 12, ""DCMin"": 33, ""DCMax"": 48, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
408	牛	"{""Appr"": 52, ""Race"": 11, ""Level"": 4, ""HP"": 11, ""Exp"": 30, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 0, ""DCMin"": 0, ""DCMax"": 4, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
409	诺玛阻力军0	"{""Appr"": 81, ""Race"": 19, ""Level"": 40, ""HP"": 1, ""Exp"": 900, ""ACMin"": 6, ""ACMax"": 6, ""MAC"": 13, ""DCMin"": 33, ""DCMax"": 50, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
410	阿龙怪	"{""Appr"": 128, ""Race"": 19, ""Level"": 79, ""HP"": 10000, ""Exp"": 5000, ""ACMin"": 22, ""ACMax"": 22, ""MAC"": 38, ""DCMin"": 230, ""DCMax"": 250, ""DropTable"": 12}"			pending	pending	identity mapping is separate from display translation	pending-review
411	魔石咆哮者	"{""Appr"": 81, ""Race"": 19, ""Level"": 65, ""HP"": 9100, ""Exp"": 5600, ""ACMin"": 40, ""ACMax"": 40, ""MAC"": 90, ""DCMin"": 170, ""DCMax"": 200, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
412	魔石狂热者	"{""Appr"": 81, ""Race"": 19, ""Level"": 65, ""HP"": 10000, ""Exp"": 5800, ""ACMin"": 40, ""ACMax"": 40, ""MAC"": 90, ""DCMin"": 200, ""DCMax"": 200, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
413	魔石守护神	"{""Appr"": 97, ""Race"": 19, ""Level"": 82, ""HP"": 12000, ""Exp"": 10000, ""ACMin"": 50, ""ACMax"": 50, ""MAC"": 100, ""DCMin"": 200, ""DCMax"": 250, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
414	变异刺骨蜥	"{""Appr"": 81, ""Race"": 19, ""Level"": 65, ""HP"": 8400, ""Exp"": 3500, ""ACMin"": 25, ""ACMax"": 25, ""MAC"": 60, ""DCMin"": 100, ""DCMax"": 135, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
415	变异毒蜥	"{""Appr"": 219, ""Race"": 19, ""Level"": 65, ""HP"": 8800, ""Exp"": 3700, ""ACMin"": 32, ""ACMax"": 32, ""MAC"": 60, ""DCMin"": 80, ""DCMax"": 180, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
416	变异丑蜥	"{""Appr"": 81, ""Race"": 19, ""Level"": 65, ""HP"": 8600, ""Exp"": 3600, ""ACMin"": 30, ""ACMax"": 30, ""MAC"": 60, ""DCMin"": 120, ""DCMax"": 165, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
417	变异利爪蜥	"{""Appr"": 83, ""Race"": 19, ""Level"": 65, ""HP"": 9600, ""Exp"": 4200, ""ACMin"": 35, ""ACMax"": 35, ""MAC"": 50, ""DCMin"": 180, ""DCMax"": 190, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
418	变异迅猛蜥	"{""Appr"": 81, ""Race"": 19, ""Level"": 65, ""HP"": 8200, ""Exp"": 3600, ""ACMin"": 25, ""ACMax"": 25, ""MAC"": 60, ""DCMin"": 115, ""DCMax"": 150, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
419	地天灭王	"{""Appr"": 81, ""Race"": 19, ""Level"": 100, ""HP"": 50000, ""Exp"": 19500, ""ACMin"": 45, ""ACMax"": 45, ""MAC"": 100, ""DCMin"": 200, ""DCMax"": 250, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
420	冰宫射手	"{""Appr"": 104, ""Race"": 45, ""Level"": 80, ""HP"": 8000, ""Exp"": 4000, ""ACMin"": 35, ""ACMax"": 35, ""MAC"": 80, ""DCMin"": 100, ""DCMax"": 150, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
421	冰城帝王	"{""Appr"": 81, ""Race"": 19, ""Level"": 99, ""HP"": 32000, ""Exp"": 30000, ""ACMin"": 60, ""ACMax"": 60, ""MAC"": 150, ""DCMin"": 200, ""DCMax"": 250, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
422	冰宫巫师	"{""Appr"": 213, ""Race"": 19, ""Level"": 80, ""HP"": 8500, ""Exp"": 4500, ""ACMin"": 35, ""ACMax"": 35, ""MAC"": 80, ""DCMin"": 50, ""DCMax"": 80, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
423	冰原勇士	"{""Appr"": 81, ""Race"": 19, ""Level"": 80, ""HP"": 8500, ""Exp"": 4500, ""ACMin"": 35, ""ACMax"": 35, ""MAC"": 0, ""DCMin"": 140, ""DCMax"": 190, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
424	冰宫骑士	"{""Appr"": 81, ""Race"": 19, ""Level"": 80, ""HP"": 9000, ""Exp"": 5500, ""ACMin"": 60, ""ACMax"": 60, ""MAC"": 50, ""DCMin"": 180, ""DCMax"": 210, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
425	冰原狼王	"{""Appr"": 81, ""Race"": 19, ""Level"": 90, ""HP"": 10000, ""Exp"": 6000, ""ACMin"": 60, ""ACMax"": 60, ""MAC"": 60, ""DCMin"": 200, ""DCMax"": 240, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
426	冰原雪狼	"{""Appr"": 81, ""Race"": 19, ""Level"": 60, ""HP"": 6000, ""Exp"": 3500, ""ACMin"": 50, ""ACMax"": 50, ""MAC"": 50, ""DCMin"": 80, ""DCMax"": 100, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
427	冰原战士	"{""Appr"": 81, ""Race"": 19, ""Level"": 80, ""HP"": 9000, ""Exp"": 7000, ""ACMin"": 45, ""ACMax"": 45, ""MAC"": 80, ""DCMin"": 200, ""DCMax"": 220, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
428	冰宫法师	"{""Appr"": 94, ""Race"": 19, ""Level"": 80, ""HP"": 8500, ""Exp"": 4500, ""ACMin"": 35, ""ACMax"": 35, ""MAC"": 60, ""DCMin"": 40, ""DCMax"": 80, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
429	冰宫守卫	"{""Appr"": 81, ""Race"": 19, ""Level"": 80, ""HP"": 8600, ""Exp"": 4500, ""ACMin"": 50, ""ACMax"": 50, ""MAC"": 100, ""DCMin"": 150, ""DCMax"": 200, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
430	冰原豪猪	"{""Appr"": 81, ""Race"": 19, ""Level"": 60, ""HP"": 6000, ""Exp"": 3500, ""ACMin"": 30, ""ACMax"": 30, ""MAC"": 45, ""DCMin"": 50, ""DCMax"": 80, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
431	寒冰守护神	"{""Appr"": 228, ""Race"": 19, ""Level"": 100, ""HP"": 20000, ""Exp"": 40000, ""ACMin"": 60, ""ACMax"": 60, ""MAC"": 120, ""DCMin"": 160, ""DCMax"": 250, ""DropTable"": 15}"			pending	pending	identity mapping is separate from display translation	pending-review
432	圣诞树	"{""Appr"": 209, ""Race"": 19, ""Level"": 0, ""HP"": 2000, ""Exp"": 3000, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 0, ""DCMin"": 0, ""DCMax"": 0, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
433	圣诞鹿	"{""Appr"": 52, ""Race"": 11, ""Level"": 0, ""HP"": 3000, ""Exp"": 40000, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 50, ""DCMin"": 80, ""DCMax"": 0, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
