hero_kill_map	hero_kill_xy	hero_kill_range	hero_kill_count	hero_kill_monster_name	mapped_zircon_monster_index	mapped_zircon_monster_name	old_respawn	new_respawn	confidence	walkable	hero_kill_walkable	overlap	apply_status	mapping_method	match_status	range_note
					34	Voracious Ghost	"{""index"": 4277, ""map"": ""D202"", ""xy"": {""x"": 110, ""y"": 109}, ""region_index"": 507, ""region_name"": ""D202 / Whole Map"", ""region_size"": 9356, ""count"": 175, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					31	Cave Maggot	"{""index"": 4278, ""map"": ""D203"", ""xy"": {""x"": 153, ""y"": 153}, ""region_index"": 515, ""region_name"": ""D203 / Whole Map"", ""region_size"": 24324, ""count"": 60, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					32	GhostSorcerer	"{""index"": 4279, ""map"": ""D203"", ""xy"": {""x"": 153, ""y"": 153}, ""region_index"": 515, ""region_name"": ""D203 / Whole Map"", ""region_size"": 24324, ""count"": 150, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					33	Ghost Mage	"{""index"": 4280, ""map"": ""D203"", ""xy"": {""x"": 153, ""y"": 153}, ""region_index"": 515, ""region_name"": ""D203 / Whole Map"", ""region_size"": 24324, ""count"": 150, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					35	Devouring Ghost	"{""index"": 4281, ""map"": ""D203"", ""xy"": {""x"": 153, ""y"": 153}, ""region_index"": 515, ""region_name"": ""D203 / Whole Map"", ""region_size"": 24324, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					36	Corpse Raising Ghost	"{""index"": 4282, ""map"": ""D203"", ""xy"": {""x"": 153, ""y"": 153}, ""region_index"": 515, ""region_name"": ""D203 / Whole Map"", ""region_size"": 24324, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					34	Voracious Ghost	"{""index"": 4283, ""map"": ""D203"", ""xy"": {""x"": 153, ""y"": 153}, ""region_index"": 515, ""region_name"": ""D203 / Whole Map"", ""region_size"": 24324, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					37	Ghoul Champion	"{""index"": 4284, ""map"": ""D203"", ""xy"": {""x"": 153, ""y"": 153}, ""region_index"": 515, ""region_name"": ""D203 / Whole Map"", ""region_size"": 24324, ""count"": 2, ""delay"": 30, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					72	Dark Arachnid	"{""index"": 4285, ""map"": ""D001"", ""xy"": {""x"": 130, ""y"": 124}, ""region_index"": 229, ""region_name"": ""D001 / Whole Map"", ""region_size"": 35443, ""count"": 225, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					66	Spider Bat	"{""index"": 4286, ""map"": ""D001"", ""xy"": {""x"": 130, ""y"": 124}, ""region_index"": 229, ""region_name"": ""D001 / Whole Map"", ""region_size"": 35443, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					67	Arachnid Gazer	"{""index"": 4287, ""map"": ""D001"", ""xy"": {""x"": 130, ""y"": 124}, ""region_index"": 229, ""region_name"": ""D001 / Whole Map"", ""region_size"": 35443, ""count"": 50, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					71	Venomous Arachnid	"{""index"": 4288, ""map"": ""D001"", ""xy"": {""x"": 130, ""y"": 124}, ""region_index"": 229, ""region_name"": ""D001 / Whole Map"", ""region_size"": 35443, ""count"": 70, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					73	Arachnid Broodmother	"{""index"": 4289, ""map"": ""D001"", ""xy"": {""x"": 133, ""y"": 120}, ""region_index"": 230, ""region_name"": ""D001 / Respawn Areas"", ""region_size"": 15060, ""count"": 2, ""delay"": 15, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					72	Dark Arachnid	"{""index"": 4291, ""map"": ""D001"", ""xy"": {""x"": 133, ""y"": 120}, ""region_index"": 230, ""region_name"": ""D001 / Respawn Areas"", ""region_size"": 15060, ""count"": 150, ""delay"": 15, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					66	Spider Bat	"{""index"": 4292, ""map"": ""D001"", ""xy"": {""x"": 133, ""y"": 120}, ""region_index"": 230, ""region_name"": ""D001 / Respawn Areas"", ""region_size"": 15060, ""count"": 60, ""delay"": 15, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					67	Arachnid Gazer	"{""index"": 4293, ""map"": ""D001"", ""xy"": {""x"": 133, ""y"": 120}, ""region_index"": 230, ""region_name"": ""D001 / Respawn Areas"", ""region_size"": 15060, ""count"": 5, ""delay"": 15, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					71	Venomous Arachnid	"{""index"": 4294, ""map"": ""D001"", ""xy"": {""x"": 133, ""y"": 120}, ""region_index"": 230, ""region_name"": ""D001 / Respawn Areas"", ""region_size"": 15060, ""count"": 40, ""delay"": 15, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					72	Dark Arachnid	"{""index"": 4295, ""map"": ""D901"", ""xy"": {""x"": 69, ""y"": 77}, ""region_index"": 596, ""region_name"": ""D901 / Whole Map"", ""region_size"": 4962, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					66	Spider Bat	"{""index"": 4296, ""map"": ""D901"", ""xy"": {""x"": 69, ""y"": 77}, ""region_index"": 596, ""region_name"": ""D901 / Whole Map"", ""region_size"": 4962, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					67	Arachnid Gazer	"{""index"": 4297, ""map"": ""D901"", ""xy"": {""x"": 69, ""y"": 77}, ""region_index"": 596, ""region_name"": ""D901 / Whole Map"", ""region_size"": 4962, ""count"": 20, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					71	Venomous Arachnid	"{""index"": 4298, ""map"": ""D901"", ""xy"": {""x"": 69, ""y"": 77}, ""region_index"": 596, ""region_name"": ""D901 / Whole Map"", ""region_size"": 4962, ""count"": 120, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					79	Vicious Rat	"{""index"": 4324, ""map"": ""D1101"", ""xy"": null, ""region_index"": 387, ""region_name"": ""D1101 / Whole Map"", ""region_size"": 26476, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pending	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					76	Zuma Sharpshooter	"{""index"": 4325, ""map"": ""D1101"", ""xy"": null, ""region_index"": 387, ""region_name"": ""D1101 / Whole Map"", ""region_size"": 26476, ""count"": 50, ""delay"": 1, ""respawn_index"": 0}"		pending	pending	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					79	Vicious Rat	"{""index"": 4326, ""map"": ""D1101"", ""xy"": null, ""region_index"": 393, ""region_name"": ""D1101 / Respawn Area 2"", ""region_size"": 7248, ""count"": 100, ""delay"": 15, ""respawn_index"": 0}"		pending	pending	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					76	Zuma Sharpshooter	"{""index"": 4327, ""map"": ""D1101"", ""xy"": null, ""region_index"": 393, ""region_name"": ""D1101 / Respawn Area 2"", ""region_size"": 7248, ""count"": 40, ""delay"": 15, ""respawn_index"": 0}"		pending	pending	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					79	Vicious Rat	"{""index"": 4328, ""map"": ""D1102"", ""xy"": null, ""region_index"": 394, ""region_name"": ""D1102 / Whole Map"", ""region_size"": 25701, ""count"": 350, ""delay"": 1, ""respawn_index"": 0}"		pending	pending	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					76	Zuma Sharpshooter	"{""index"": 4329, ""map"": ""D1102"", ""xy"": null, ""region_index"": 394, ""region_name"": ""D1102 / Whole Map"", ""region_size"": 25701, ""count"": 160, ""delay"": 1, ""respawn_index"": 0}"		pending	pending	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					79	Vicious Rat	"{""index"": 4338, ""map"": ""D1104"", ""xy"": {""x"": 107, ""y"": 109}, ""region_index"": 407, ""region_name"": ""D1104 / Whole Map"", ""region_size"": 11081, ""count"": 140, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					76	Zuma Sharpshooter	"{""index"": 4339, ""map"": ""D1104"", ""xy"": {""x"": 107, ""y"": 109}, ""region_index"": 407, ""region_name"": ""D1104 / Whole Map"", ""region_size"": 11081, ""count"": 360, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					77	Zuma Fanatic	"{""index"": 4340, ""map"": ""D1104"", ""xy"": {""x"": 107, ""y"": 109}, ""region_index"": 407, ""region_name"": ""D1104 / Whole Map"", ""region_size"": 11081, ""count"": 400, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					78	Zuma Guardian	"{""index"": 4341, ""map"": ""D1104"", ""xy"": {""x"": 107, ""y"": 109}, ""region_index"": 407, ""region_name"": ""D1104 / Whole Map"", ""region_size"": 11081, ""count"": 400, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					76	Zuma Sharpshooter	"{""index"": 4347, ""map"": ""D1105"", ""xy"": null, ""region_index"": 413, ""region_name"": ""D1105 / Whole Map"", ""region_size"": 24853, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pending	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					77	Zuma Fanatic	"{""index"": 4348, ""map"": ""D1105"", ""xy"": null, ""region_index"": 413, ""region_name"": ""D1105 / Whole Map"", ""region_size"": 24853, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pending	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					78	Zuma Guardian	"{""index"": 4349, ""map"": ""D1105"", ""xy"": null, ""region_index"": 413, ""region_name"": ""D1105 / Whole Map"", ""region_size"": 24853, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pending	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					80	Zuma Keeper	"{""index"": 4350, ""map"": ""D1105"", ""xy"": null, ""region_index"": 413, ""region_name"": ""D1105 / Whole Map"", ""region_size"": 24853, ""count"": 2, ""delay"": 30, ""respawn_index"": 0}"		pending	pending	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					76	Zuma Sharpshooter	"{""index"": 4352, ""map"": ""D1105"", ""xy"": {""x"": 116, ""y"": 154}, ""region_index"": 418, ""region_name"": ""D1105 / Respawn Area 1"", ""region_size"": 1182, ""count"": 10, ""delay"": 15, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					77	Zuma Fanatic	"{""index"": 4353, ""map"": ""D1105"", ""xy"": {""x"": 116, ""y"": 154}, ""region_index"": 418, ""region_name"": ""D1105 / Respawn Area 1"", ""region_size"": 1182, ""count"": 20, ""delay"": 15, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					78	Zuma Guardian	"{""index"": 4354, ""map"": ""D1105"", ""xy"": {""x"": 116, ""y"": 154}, ""region_index"": 418, ""region_name"": ""D1105 / Respawn Area 1"", ""region_size"": 1182, ""count"": 20, ""delay"": 15, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					76	Zuma Sharpshooter	"{""index"": 4355, ""map"": ""D1105"", ""xy"": null, ""region_index"": 419, ""region_name"": ""D1105 / Respawn Area 2"", ""region_size"": 2494, ""count"": 15, ""delay"": 15, ""respawn_index"": 0}"		pending	pending	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					77	Zuma Fanatic	"{""index"": 4356, ""map"": ""D1105"", ""xy"": null, ""region_index"": 419, ""region_name"": ""D1105 / Respawn Area 2"", ""region_size"": 2494, ""count"": 30, ""delay"": 15, ""respawn_index"": 0}"		pending	pending	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					78	Zuma Guardian	"{""index"": 4357, ""map"": ""D1105"", ""xy"": null, ""region_index"": 419, ""region_name"": ""D1105 / Respawn Area 2"", ""region_size"": 2494, ""count"": 30, ""delay"": 15, ""respawn_index"": 0}"		pending	pending	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					76	Zuma Sharpshooter	"{""index"": 4358, ""map"": ""D1105"", ""xy"": {""x"": 191, ""y"": 161}, ""region_index"": 420, ""region_name"": ""D1105 / Respawn Area 3"", ""region_size"": 1183, ""count"": 20, ""delay"": 15, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					77	Zuma Fanatic	"{""index"": 4359, ""map"": ""D1105"", ""xy"": {""x"": 191, ""y"": 161}, ""region_index"": 420, ""region_name"": ""D1105 / Respawn Area 3"", ""region_size"": 1183, ""count"": 40, ""delay"": 15, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
