hero_kill_monster_id	hero_kill_monster_name	legacy_atlas_entry	hero_kill_definition	current_monster_info	zircon_catalog_entry	image_shape_evidence	evidence_status	mapping_is_identity_not_translation
26	白马	"{""index"": 26, ""name"": ""白马"", ""level"": ""120"", ""hp"": ""5"", ""dc"": ""0-0"", ""exp"": ""1000"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 26, ""Name"": ""白马"", ""Appr"": 150, ""Race"": 19, ""RaceImg"": 117, ""Level"": 120, ""HP"": 5, ""Exp"": 1000, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 0, ""DCMin"": 0, ""DCMax"": 0, ""DropTable"": 0, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 150, ""race"": 19, ""race_img"": 117, ""library_file"": ""Mon-15.wil"", ""frame"": 40, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
27	白野猪	"{""index"": 27, ""name"": ""白野猪"", ""level"": ""75"", ""hp"": ""4500"", ""dc"": ""44-66"", ""exp"": ""1250"", ""tag"": ""old-only"", ""note"": ""old-only 老版 lvl=75/HP 4500；Zircon 无对应名""}"	"{""Index"": 27, ""Name"": ""白野猪"", ""Appr"": 208, ""Race"": 19, ""RaceImg"": 78, ""Level"": 75, ""HP"": 4500, ""Exp"": 1250, ""ACMin"": 13, ""ACMax"": 13, ""MAC"": 30, ""DCMin"": 44, ""DCMax"": 66, ""DropTable"": 10, ""tag"": ""old-only"", ""tag_note"": ""老版 lvl=75/HP 4500；Zircon 无对应名""}"			"{""legacy"": {""appr"": 208, ""race"": 19, ""race_img"": 78, ""library_file"": ""Mon-20.wil"", ""frame"": 8040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
28	半兽人	"{""index"": 28, ""name"": ""半兽人"", ""level"": ""13"", ""hp"": ""30"", ""dc"": ""4-8"", ""exp"": ""30"", ""tag"": ""changed"", ""note"": ""changed → Oma (id=22)""}"	"{""Index"": 28, ""Name"": ""半兽人"", ""Appr"": 83, ""Race"": 19, ""RaceImg"": 22, ""Level"": 13, ""HP"": 30, ""Exp"": 30, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 1, ""DCMin"": 4, ""DCMax"": 8, ""DropTable"": 0, ""tag"": ""changed"", ""tag_note"": ""→ Oma (id=22)""}"	"{""index"": 22, ""name"": ""Oma"", ""image"": ""Oma"", ""level"": 13, ""is_boss"": false, ""stats"": {""Health"": 25, ""MinAC"": null, ""MaxAC"": null, ""MinMR"": 3, ""MaxMR"": 3, ""MinDC"": 3, ""MaxDC"": 8, ""Accuracy"": 12, ""Agility"": 10}}"	"{""id"": 22, ""name"": ""Oma"", ""level"": 13, ""stats"": ""性：生命 +25 · 魔防 3-3 · 物攻 3-8 · 命中 +12 · 敏捷 +10"", ""feat"": ""征：可推动 · 视野 9 · 攻击间隔 2500ms · 经验 59""}"	"{""legacy"": {""appr"": 83, ""race"": 19, ""race_img"": 22, ""library_file"": ""Mon-8.wil"", ""frame"": 3040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": {""monster_image"": ""Oma"", ""enum_value"": 33, ""library_file"": ""Mon_3"", ""shape"": 3}, ""status"": ""resolved""}"	legacy-atlas-changed-confirmed	True
29	半兽人0	"{""index"": 29, ""name"": ""半兽人0"", ""level"": ""13"", ""hp"": ""30"", ""dc"": ""4-8"", ""exp"": ""30"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 29, ""Name"": ""半兽人0"", ""Appr"": 83, ""Race"": 19, ""RaceImg"": 22, ""Level"": 13, ""HP"": 30, ""Exp"": 30, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 1, ""DCMin"": 4, ""DCMax"": 8, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 83, ""race"": 19, ""race_img"": 22, ""library_file"": ""Mon-8.wil"", ""frame"": 3040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
30	半兽人61	"{""index"": 30, ""name"": ""半兽人61"", ""level"": ""13"", ""hp"": ""1"", ""dc"": ""4-8"", ""exp"": ""30"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 30, ""Name"": ""半兽人61"", ""Appr"": 83, ""Race"": 19, ""RaceImg"": 22, ""Level"": 13, ""HP"": 1, ""Exp"": 30, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 1, ""DCMin"": 4, ""DCMax"": 8, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 83, ""race"": 19, ""race_img"": 22, ""library_file"": ""Mon-8.wil"", ""frame"": 3040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
31	半兽人9	"{""index"": 31, ""name"": ""半兽人9"", ""level"": ""99"", ""hp"": ""30"", ""dc"": ""22-44"", ""exp"": ""300"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 31, ""Name"": ""半兽人9"", ""Appr"": 83, ""Race"": 19, ""RaceImg"": 22, ""Level"": 99, ""HP"": 30, ""Exp"": 300, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 2, ""DCMin"": 22, ""DCMax"": 44, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 83, ""race"": 19, ""race_img"": 22, ""library_file"": ""Mon-8.wil"", ""frame"": 3040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
32	半兽勇士	"{""index"": 32, ""name"": ""半兽勇士"", ""level"": ""70"", ""hp"": ""600"", ""dc"": ""16-55"", ""exp"": ""300"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 32, ""Name"": ""半兽勇士"", ""Appr"": 97, ""Race"": 19, ""RaceImg"": 24, ""Level"": 70, ""HP"": 600, ""Exp"": 300, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 7, ""DCMin"": 16, ""DCMax"": 55, ""DropTable"": 10, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 97, ""race"": 19, ""race_img"": 24, ""library_file"": ""Mon-9.wil"", ""frame"": 7040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
33	半兽勇士61	"{""index"": 33, ""name"": ""半兽勇士61"", ""level"": ""70"", ""hp"": ""1"", ""dc"": ""4-25"", ""exp"": ""300"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 33, ""Name"": ""半兽勇士61"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 24, ""Level"": 70, ""HP"": 1, ""Exp"": 300, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 7, ""DCMin"": 4, ""DCMax"": 25, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 24, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
34	半兽勇士9	"{""index"": 34, ""name"": ""半兽勇士9"", ""level"": ""99"", ""hp"": ""600"", ""dc"": ""49-165"", ""exp"": ""3000"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 34, ""Name"": ""半兽勇士9"", ""Appr"": 97, ""Race"": 19, ""RaceImg"": 24, ""Level"": 99, ""HP"": 600, ""Exp"": 3000, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 7, ""DCMin"": 49, ""DCMax"": 165, ""DropTable"": 10, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 97, ""race"": 19, ""race_img"": 24, ""library_file"": ""Mon-9.wil"", ""frame"": 7040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
35	半兽战士	"{""index"": 35, ""name"": ""半兽战士"", ""level"": ""13"", ""hp"": ""50"", ""dc"": ""4-12"", ""exp"": ""50"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 35, ""Name"": ""半兽战士"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 23, ""Level"": 13, ""HP"": 50, ""Exp"": 50, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 1, ""DCMin"": 4, ""DCMax"": 12, ""DropTable"": 0, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 23, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
36	半兽战士0	"{""index"": 36, ""name"": ""半兽战士0"", ""level"": ""13"", ""hp"": ""50"", ""dc"": ""4-12"", ""exp"": ""50"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 36, ""Name"": ""半兽战士0"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 23, ""Level"": 13, ""HP"": 50, ""Exp"": 50, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 1, ""DCMin"": 4, ""DCMax"": 12, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 23, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
37	半兽战士61	"{""index"": 37, ""name"": ""半兽战士61"", ""level"": ""13"", ""hp"": ""1"", ""dc"": ""4-12"", ""exp"": ""50"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 37, ""Name"": ""半兽战士61"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 23, ""Level"": 13, ""HP"": 1, ""Exp"": 50, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 1, ""DCMin"": 4, ""DCMax"": 12, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 23, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
38	半兽战士9	"{""index"": 38, ""name"": ""半兽战士9"", ""level"": ""99"", ""hp"": ""50"", ""dc"": ""22-66"", ""exp"": ""500"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 38, ""Name"": ""半兽战士9"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 23, ""Level"": 99, ""HP"": 50, ""Exp"": 500, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 2, ""DCMin"": 22, ""DCMax"": 66, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 23, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
39	胞眼虫1	"{""index"": 39, ""name"": ""胞眼虫1"", ""level"": ""20"", ""hp"": ""200"", ""dc"": ""11-21"", ""exp"": ""120"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 39, ""Name"": ""胞眼虫1"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 147, ""Level"": 20, ""HP"": 200, ""Exp"": 120, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 5, ""DCMin"": 11, ""DCMax"": 21, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 147, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
40	胞眼虫10	"{""index"": 40, ""name"": ""胞眼虫10"", ""level"": ""20"", ""hp"": ""200"", ""dc"": ""11-21"", ""exp"": ""120"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 40, ""Name"": ""胞眼虫10"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 147, ""Level"": 20, ""HP"": 200, ""Exp"": 120, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 5, ""DCMin"": 11, ""DCMax"": 21, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 147, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
41	胞眼虫2	"{""index"": 41, ""name"": ""胞眼虫2"", ""level"": ""20"", ""hp"": ""200"", ""dc"": ""11-21"", ""exp"": ""120"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 41, ""Name"": ""胞眼虫2"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 148, ""Level"": 20, ""HP"": 200, ""Exp"": 120, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 5, ""DCMin"": 11, ""DCMax"": 21, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 148, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
42	胞眼虫20	"{""index"": 42, ""name"": ""胞眼虫20"", ""level"": ""20"", ""hp"": ""200"", ""dc"": ""11-21"", ""exp"": ""120"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 42, ""Name"": ""胞眼虫20"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 148, ""Level"": 20, ""HP"": 200, ""Exp"": 120, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 5, ""DCMin"": 11, ""DCMax"": 21, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 148, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
43	爆毒蚂蚁	"{""index"": 43, ""name"": ""爆毒蚂蚁"", ""level"": ""25"", ""hp"": ""320"", ""dc"": ""16-26"", ""exp"": ""240"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 43, ""Name"": ""爆毒蚂蚁"", ""Appr"": 93, ""Race"": 19, ""RaceImg"": 96, ""Level"": 25, ""HP"": 320, ""Exp"": 240, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 6, ""DCMin"": 16, ""DCMax"": 26, ""DropTable"": 0, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 93, ""race"": 19, ""race_img"": 96, ""library_file"": ""Mon-9.wil"", ""frame"": 3040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
44	爆毒蚂蚁0	"{""index"": 44, ""name"": ""爆毒蚂蚁0"", ""level"": ""25"", ""hp"": ""320"", ""dc"": ""14-26"", ""exp"": ""240"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 44, ""Name"": ""爆毒蚂蚁0"", ""Appr"": 93, ""Race"": 19, ""RaceImg"": 96, ""Level"": 25, ""HP"": 320, ""Exp"": 240, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 6, ""DCMin"": 14, ""DCMax"": 26, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 93, ""race"": 19, ""race_img"": 96, ""library_file"": ""Mon-9.wil"", ""frame"": 3040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
45	爆毒神魔	"{""index"": 45, ""name"": ""爆毒神魔"", ""level"": ""55"", ""hp"": ""8300"", ""dc"": ""0-0"", ""exp"": ""2600"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 45, ""Name"": ""爆毒神魔"", ""Appr"": 228, ""Race"": 37, ""RaceImg"": 93, ""Level"": 55, ""HP"": 8300, ""Exp"": 2600, ""ACMin"": 23, ""ACMax"": 23, ""MAC"": 53, ""DCMin"": 0, ""DCMax"": 0, ""DropTable"": 10, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 228, ""race"": 37, ""race_img"": 93, ""library_file"": ""Mon-22.wil"", ""frame"": 8040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
46	爆裂蜘蛛	"{""index"": 46, ""name"": ""爆裂蜘蛛"", ""level"": ""35"", ""hp"": ""1"", ""dc"": ""28-42"", ""exp"": ""5"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 46, ""Name"": ""爆裂蜘蛛"", ""Appr"": 117, ""Race"": 36, ""RaceImg"": 105, ""Level"": 35, ""HP"": 1, ""Exp"": 5, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 0, ""DCMin"": 28, ""DCMax"": 42, ""DropTable"": 0, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 117, ""race"": 36, ""race_img"": 105, ""library_file"": ""Mon-11.wil"", ""frame"": 7040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
47	蝙蝠	"{""index"": 47, ""name"": ""蝙蝠"", ""level"": ""30"", ""hp"": ""1"", ""dc"": ""0-23"", ""exp"": ""3"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 47, ""Name"": ""蝙蝠"", ""Appr"": 81, ""Race"": 31, ""RaceImg"": 74, ""Level"": 30, ""HP"": 1, ""Exp"": 3, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 0, ""DCMin"": 0, ""DCMax"": 23, ""DropTable"": 0, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 81, ""race"": 31, ""race_img"": 74, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
48	变异骷髅	"{""index"": 48, ""name"": ""变异骷髅"", ""level"": ""160"", ""hp"": ""1"", ""dc"": ""6-14"", ""exp"": ""80"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 48, ""Name"": ""变异骷髅"", ""Appr"": 100, ""Race"": 19, ""RaceImg"": 56, ""Level"": 160, ""HP"": 1, ""Exp"": 80, ""ACMin"": 5, ""ACMax"": 5, ""MAC"": 10, ""DCMin"": 6, ""DCMax"": 14, ""DropTable"": 0, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 100, ""race"": 19, ""race_img"": 56, ""library_file"": ""Mon-10.wil"", ""frame"": 40, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
