movement_index	source_map_id	source_file	source_description	source_region_index	source_region_description	source_x	source_y	source_walkable	source_in_bounds	source_map_relation	icon	need_item	required_class	raw_destination_map	raw_destination_region	resolved_destination_map	resolved_destination_file	destination_x	destination_y	destination_walkable	destination_in_bounds	destination_map_relation	directionality	source_of_truth	confidence	status	reason
3100	1	0	Bichon Town	3345	Teleport Source	333	776	True	True	variant	None		All	01	3346	01	01	564	69	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3101	1	0	Bichon Town	3347	Teleport Source	334	775	True	True	variant	None		All	01	3348	01	01	565	68	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3102	1	0	Bichon Town	3349	Teleport Source	335	774	True	True	variant	None		All	01	3350	01	01	566	67	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3103	610	01	边境城市	3351	Teleport Source	563	68	True	True	exact	None		All	0	3352	0	0	332	775	True	True	variant	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3104	610	01	边境城市	3353	Teleport Source	564	67	True	True	exact	None		All	0	3354	0	0	333	774	True	True	variant	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3105	610	01	边境城市	3355	Teleport Source	565	66	True	True	exact	None		All	0	3356	0	0	335	773	True	True	variant	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3106	1	0	Bichon Town	3357	Teleport Source	779	698	True	True	variant	None		All	02	3358	02	02	30	452	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3107	1	0	Bichon Town	3359	Teleport Source	778	699	True	True	variant	None		All	02	3360	02	02	29	453	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3108	1	0	Bichon Town	3361	Teleport Source	777	700	True	True	variant	None		All	02	3362	02	02	28	454	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3109	1	0	Bichon Town	3363	Teleport Source	776	701	True	True	variant	None		All	02	3364	02	02	27	455	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3110	616	02	银杏山谷	3365	Teleport Source	29	452	True	True	exact	None		All	0	3366	0	0	778	698	True	True	variant	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3111	616	02	银杏山谷	3367	Teleport Source	28	453	True	True	exact	None		All	0	3368	0	0	777	699	True	True	variant	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3112	616	02	银杏山谷	3369	Teleport Source	27	454	True	True	exact	None		All	0	3370	0	0	776	700	True	True	variant	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3113	616	02	银杏山谷	3371	Teleport Source	26	455	True	True	exact	None		All	0	3372	0	0	775	701	True	True	variant	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3114	6	2	Banya Village	3373	Teleport Source	354	33	True	True	exact	None		All	31	3374	31	31	120	256	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3115	6	2	Banya Village	3375	Teleport Source	355	34	True	True	exact	None		All	31	3376	31	31	121	257	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3117	662	31	祖玛神殿	3379	Teleport Source	119	256	True	True	exact	None		All	2	3380	2	2	353	34	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3118	662	31	祖玛神殿	3381	Teleport Source	120	257	True	True	exact	None		All	2	3382	2	2	354	35	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3119	662	31	祖玛神殿	3383	Teleport Source	121	258	True	True	exact	None		All	2	3384	2	2	355	36	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3134	6	2	Banya Village	3413	Teleport Source	356	34	True	True	exact	None		All	31	3414	31	31	121	257	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3136	662	31	祖玛神殿	3417	Teleport Source	119	256	True	True	exact	None		All	2	3418	2	2	353	34	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
